label,0x0,0x1,0x2,0x3,0x4,0x5,0x6,0x7,0x8,0x9,0x10,0x11,0x12,0x13,1x0,1x1,1x2,1x3,1x4,1x5,1x6,1x7,1x8,1x9,1x10,1x11,1x12,1x13,2x0,2x1,2x2,2x3,2x4,2x5,2x6,2x7,2x8,2x9,2x10,2x11,2x12,2x13,3x0,3x1,3x2,3x3,3x4,3x5,3x6,3x7,3x8,3x9,3x10,3x11,3x12,3x13,4x0,4x1,4x2,4x3,4x4,4x5,4x6,4x7,4x8,4x9,4x10,4x11,4x12,4x13,5x0,5x1,5x2,5x3,5x4,5x5,5x6,5x7,5x8,5x9,5x10,5x11,5x12,5x13,6x0,6x1,6x2,6x3,6x4,6x5,6x6,6x7,6x8,6x9,6x10,6x11,6x12,6x13,7x0,7x1,7x2,7x3,7x4,7x5,7x6,7x7,7x8,7x9,7x10,7x11,7x12,7x13,8x0,8x1,8x2,8x3,8x4,8x5,8x6,8x7,8x8,8x9,8x10,8x11,8x12,8x13,9x0,9x1,9x2,9x3,9x4,9x5,9x6,9x7,9x8,9x9,9x10,9x11,9x12,9x13,10x0,10x1,10x2,10x3,10x4,10x5,10x6,10x7,10x8,10x9,10x10,10x11,10x12,10x13,11x0,11x1,11x2,11x3,11x4,11x5,11x6,11x7,11x8,11x9,11x10,11x11,11x12,11x13,12x0,12x1,12x2,12x3,12x4,12x5,12x6,12x7,12x8,12x9,12x10,12x11,12x12,12x13,13x0,13x1,13x2,13x3,13x4,13x5,13x6,13x7,13x8,13x9,13x10,13x11,13x12,13x13
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,127,127,127,127,127,32,0,0,0,0,0,0,95,255,255,255,255,255,255,95,0,0,0,0,0,0,127,255,207,175,191,159,255,127,0,0,0,0,0,0,111,207,0,0,0,0,255,127,0,0,0,0,0,0,32,79,0,0,0,64,255,175,48,32,16,0,0,0,0,0,0,0,48,223,255,255,255,255,127,0,0,0,0,0,0,0,207,255,255,239,207,159,32,0,0,0,0,0,0,0,95,255,239,0,0,0,0,0,0,0,0,0,0,0,0,255,159,0,0,0,0,0,0,0,0,0,0,0,0,111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,66,106,86,86,35,0,0,0,0,0,0,0,112,228,227,217,217,227,253,107,0,0,0,0,0,0,30,5,0,0,0,0,232,136,0,0,0,0,0,0,0,0,0,0,0,96,253,61,0,0,0,0,0,0,0,0,0,0,5,222,171,0,0,0,0,0,0,0,0,0,0,0,96,253,55,0,0,0,0,0,0,0,0,0,0,46,238,141,0,0,0,0,0,0,0,0,0,0,20,222,197,5,0,0,0,0,0,0,0,0,0,0,152,232,30,0,0,0,0,0,0,0,0,0,0,25,248,116,0,0,0,0,0,0,0,0,0,0,0,15,106,10,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,122,21,0,0,0,0,0,0,0,0,0,58,208,254,209,60,0,0,0,0,0,0,0,0,112,237,127,193,181,5,0,0,0,0,0,0,0,34,229,135,228,249,66,0,0,0,0,0,0,0,0,41,248,216,127,221,12,0,0,0,0,0,0,0,0,0,6,11,209,88,0,0,0,0,0,0,0,0,0,0,0,107,189,0,0,0,0,0,0,0,0,0,0,0,38,225,41,0,0,0,0,0,0,0,0,0,0,2,191,120,0,0,0,0,0,0,0,0,0,0,0,52,216,8,0,0,0,0,0,0,0,0,0,0,0,21,89,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,196,0,0,0,0,0,0,0,0,0,0,0,25,196,113,0,0,0,0,0,0,0,0,0,0,4,184,79,0,0,0,0,0,0,0,0,0,0,0,71,155,0,0,0,0,0,0,0,0,0,0,0,0,134,63,0,0,0,19,10,0,0,0,0,0,0,0,176,4,8,109,209,219,211,59,0,0,0,0,0,0,167,15,190,138,29,0,63,172,0,0,0,0,0,0,142,174,173,0,0,0,54,130,0,0,0,0,0,0,17,237,207,126,8,10,157,42,0,0,0,0,0,0,0,39,177,230,188,140,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,69,102,91,106,0,0,0,0,0,0,0,55,205,252,254,233,245,192,0,0,0,0,0,0,63,195,138,12,12,5,19,2,0,0,0,0,0,25,236,185,1,0,0,0,0,0,0,0,0,0,0,48,224,232,109,0,0,0,0,0,0,0,0,0,0,0,0,30,198,5,0,0,0,0,0,0,0,0,112,93,148,240,179,0,0,0,0,0,0,0,0,0,195,254,254,182,47,0,0,0,0,0,0,0,0,0,14,82,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,117,41,0,0,0,0,0,0,0,0,0,0,0,174,253,217,123,25,0,0,0,0,0,0,0,0,0,5,28,109,209,136,0,0,0,0,0,0,0,0,0,0,0,0,53,185,0,0,0,0,0,0,0,0,0,11,48,168,239,79,0,0,0,0,0,0,0,0,14,223,253,254,219,12,0,0,0,0,0,0,0,0,8,122,107,175,222,195,6,0,0,0,0,0,0,0,0,0,0,0,13,218,19,0,0,0,0,0,0,66,92,51,47,70,111,214,56,0,0,0,0,0,0,31,241,253,253,253,251,164,3,0,0,0,0,0,0,0,69,126,98,76,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,196,10,0,0,44,8,0,0,0,0,0,0,3,177,202,0,57,182,251,57,0,0,0,0,0,0,125,248,91,157,253,254,218,20,0,0,0,0,0,32,244,249,248,218,175,251,77,0,0,0,0,0,0,65,238,198,87,25,233,154,0,0,0,0,0,0,0,0,11,0,0,176,244,35,0,0,0,0,0,0,0,0,0,0,75,254,104,0,0,0,0,0,0,0,0,0,0,0,181,200,2,0,0,0,0,0,0,0,0,0,0,32,240,150,0,0,0,0,0,0,0,0,0,0,0,62,196,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,13,236,31,1,0,0,0,0,0,0,0,0,0,0,78,229,6,93,120,0,0,0,0,0,0,0,0,31,224,182,0,111,204,0,0,0,0,0,0,0,0,110,251,58,0,168,204,0,0,0,0,0,0,0,11,247,244,113,143,221,241,9,0,0,0,0,0,0,1,190,254,249,219,254,124,0,0,0,0,0,0,0,0,7,21,19,37,254,39,0,0,0,0,0,0,0,0,0,0,0,96,254,18,0,0,0,0,0,0,0,0,0,0,0,46,248,18,0,0,0,0,0,0,0,0,0,0,0,0,84,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,237,53,0,0,0,0,0,0,0,0,0,0,0,88,249,86,0,0,0,0,0,0,0,0,0,0,0,190,196,0,0,0,0,0,0,0,0,0,0,0,16,235,149,0,0,0,0,0,0,0,0,0,0,0,42,252,106,0,0,0,0,0,0,0,0,0,0,0,42,252,253,198,61,0,0,0,0,0,0,0,0,0,147,252,252,252,244,23,0,0,0,0,0,0,0,70,218,252,170,187,252,70,0,0,0,0,0,0,0,132,252,252,249,227,236,23,0,0,0,0,0,0,0,11,162,182,217,224,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,86,82,88,116,44,0,0,0,0,0,0,44,180,123,145,123,107,78,17,0,0,0,0,0,0,46,159,0,0,0,0,0,0,0,0,0,0,0,0,85,178,168,58,0,0,0,0,0,0,0,86,26,0,0,0,4,166,0,0,0,0,0,0,0,29,164,101,11,20,84,154,0,0,0,0,0,0,0,0,14,93,121,124,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,0,0,0,0,0,0,0,0,0,0,0,0,136,78,51,0,0,0,0,0,0,0,0,0,0,37,158,17,174,0,0,0,0,0,0,0,0,0,0,149,37,0,117,27,0,0,0,0,0,0,0,0,37,161,0,0,79,93,0,0,0,0,0,0,0,0,169,36,0,0,79,99,0,0,0,0,0,0,0,3,200,0,0,0,105,63,0,0,0,0,0,0,0,108,115,0,0,3,192,15,0,0,0,0,0,0,0,138,94,0,0,129,109,0,0,0,0,0,0,0,0,48,193,92,170,126,1,0,0,0,0,0,0,0,0,0,43,115,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,91,214,0,0,0,0,0,0,0,0,0,0,0,9,216,198,0,0,0,0,0,0,0,0,0,0,0,112,252,87,0,0,0,0,0,0,0,0,0,0,0,228,193,50,108,47,0,0,0,0,0,0,0,0,86,253,230,251,252,233,15,0,0,0,0,0,0,0,105,252,252,142,60,252,53,0,0,0,0,0,0,0,105,226,197,3,96,252,8,0,0,0,0,0,0,0,66,226,55,95,239,171,0,0,0,0,0,0,0,0,0,200,252,250,167,4,0,0,0,0,0,0,0,0,0,16,113,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,65,0,0,0,0,0,0,0,0,0,0,0,0,233,126,0,0,0,0,0,0,0,0,0,0,0,0,233,195,0,0,0,0,0,0,0,0,0,0,0,0,233,228,0,0,0,0,0,0,0,0,0,0,0,0,178,230,11,0,0,0,0,0,0,0,0,0,0,0,112,254,57,0,0,0,0,0,0,0,0,0,0,0,79,254,98,0,0,0,0,0,0,0,0,0,0,0,22,251,140,0,0,0,0,0,0,0,0,0,0,0,0,204,200,0,0,0,0,0,0,0,0,0,0,0,0,172,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,4,149,0,0,0,0,0,0,0,0,0,0,0,0,59,121,0,0,0,0,0,0,0,0,0,0,0,0,134,62,0,0,0,0,0,0,0,0,0,0,0,1,174,5,0,0,0,0,0,0,0,0,0,0,0,61,154,0,0,0,0,0,0,0,0,0,0,0,0,146,81,0,0,0,0,0,0,0,0,0,0,0,0,186,38,0,0,0,0,0,0,0,0,0,0,0,0,176,12,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,159,253,240,81,0,0,0,0,0,0,0,0,0,159,133,53,115,193,0,0,0,0,0,0,0,0,0,0,0,0,94,181,0,0,0,0,0,0,0,0,0,0,0,6,199,81,0,0,0,0,0,0,0,0,0,0,6,165,171,0,0,0,0,0,0,0,0,0,0,37,206,252,171,63,0,0,0,0,0,0,0,0,0,37,100,75,150,240,90,0,0,0,0,0,0,0,0,0,0,0,0,153,102,0,0,0,0,0,0,0,0,9,53,9,115,237,31,0,0,0,0,0,0,0,0,65,233,234,202,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,111,212,243,55,0,0,0,0,0,0,0,0,101,207,111,15,137,85,0,0,0,0,0,0,0,40,212,30,0,25,233,25,0,0,0,0,0,0,0,71,212,30,20,198,136,0,0,0,0,0,0,0,0,0,91,243,207,136,0,0,0,0,0,0,0,0,0,0,35,222,243,126,0,0,0,0,0,0,0,0,0,30,218,96,40,207,126,0,0,0,0,0,0,0,0,116,106,0,0,35,232,5,0,0,0,0,0,0,0,117,177,66,51,131,202,5,0,0,0,0,0,0,0,5,116,202,232,141,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,63,37,6,0,0,0,0,0,0,0,0,2,129,215,188,248,233,90,0,0,0,0,0,0,3,159,123,11,0,197,51,72,0,0,0,0,0,0,89,173,0,0,0,122,112,0,0,0,0,0,0,0,83,190,16,0,0,26,236,53,0,0,0,0,0,0,0,113,218,118,70,121,235,166,0,0,0,0,0,0,0,0,26,114,147,99,22,173,110,0,0,0,0,0,0,0,0,0,0,0,0,11,205,202,91,0,0,0,0,0,0,0,0,0,0,0,4,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,31,110,78,127,176,248,208,0,0,0,0,0,0,4,212,216,223,202,125,47,2,0,0,0,0,0,0,124,233,28,0,0,0,0,0,0,0,0,0,0,77,250,238,175,138,0,0,0,0,0,0,0,0,23,239,250,181,141,252,122,0,0,0,0,0,0,0,5,128,29,0,0,197,168,0,0,0,0,0,0,0,131,20,0,0,101,252,76,0,0,0,0,0,0,0,204,243,186,174,251,197,0,0,0,0,0,0,0,0,12,112,138,181,109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,118,127,87,22,6,0,0,0,0,0,0,0,14,202,187,105,158,228,114,0,0,0,0,0,0,0,129,124,0,0,0,14,19,0,0,0,0,0,0,0,173,67,0,0,1,68,113,0,0,0,0,0,0,0,112,212,127,146,205,239,156,0,0,0,0,0,0,0,1,82,120,76,16,160,126,0,0,0,0,0,0,0,0,0,0,0,0,196,112,0,0,0,0,0,0,0,0,0,0,0,0,195,80,0,0,0,0,0,0,0,0,0,0,0,0,189,95,0,0,0,0,0,0,0,0,0,0,0,0,122,118,0,0,0,0,0,0,0,0,0,0,0,0,35,63,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,73,59,0,0,0,0,0,0,34,125,135,188,234,232,154,32,0,0,0,0,0,21,219,229,99,58,35,4,0,0,0,0,0,0,0,131,159,32,0,0,0,0,0,0,0,0,0,0,0,215,110,13,0,0,0,0,0,0,0,0,0,0,0,102,200,225,215,89,0,0,0,0,0,0,0,0,0,0,0,6,76,234,6,0,0,0,0,0,0,0,0,0,0,0,0,158,95,0,0,0,0,0,0,0,0,47,0,0,36,207,112,0,0,0,0,0,0,0,106,237,166,183,218,94,0,0,0,0,0,0,0,0,40,127,93,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,109,132,13,0,0,0,0,0,0,0,0,0,30,216,253,253,208,3,0,0,0,0,0,0,0,28,218,250,143,93,253,50,0,0,0,0,0,0,20,205,253,109,0,50,241,5,0,0,0,0,0,0,134,253,239,21,2,175,164,0,0,0,0,0,0,5,234,245,94,0,122,238,43,0,0,0,0,0,0,69,253,124,0,12,236,158,0,0,0,0,0,0,0,82,253,111,1,153,241,4,0,0,0,0,0,0,0,69,253,178,197,244,53,0,0,0,0,0,0,0,0,1,128,253,180,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,127,73,18,0,0,0,0,0,0,0,0,1,150,253,253,253,224,53,0,0,0,0,0,0,0,97,241,142,88,218,253,69,0,0,0,0,0,0,0,67,105,0,0,161,253,69,0,0,0,0,0,0,0,0,0,0,4,240,233,14,0,0,0,0,0,0,0,0,0,4,169,253,135,0,0,0,0,0,0,0,0,0,43,186,253,184,17,0,0,0,0,0,0,0,0,50,225,253,207,7,0,0,0,0,0,0,0,0,73,253,253,253,175,89,98,183,3,0,0,0,0,0,99,253,253,253,253,253,253,231,38,0,0,0,0,0,14,126,126,126,126,126,117,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,168,220,0,0,0,0,0,0,0,0,0,0,28,197,134,9,0,0,0,0,0,0,0,0,0,45,235,132,0,0,0,0,0,0,0,0,0,0,0,149,154,4,0,0,0,0,0,0,0,0,0,0,38,251,41,0,0,0,0,0,0,0,0,0,0,0,131,194,5,0,0,9,0,0,0,0,0,0,0,0,125,176,0,66,176,239,205,53,0,0,0,0,0,0,47,248,188,242,140,166,247,72,0,0,0,0,0,0,19,246,253,146,172,226,80,0,0,0,0,0,0,0,0,70,172,206,158,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,164,226,252,253,235,200,29,0,0,0,0,0,0,77,159,79,25,46,108,215,207,0,0,0,0,0,0,0,0,0,0,0,0,173,232,0,0,0,0,0,0,0,0,0,0,22,104,249,211,0,0,0,0,0,0,0,0,0,2,195,252,252,200,0,0,0,0,0,0,0,0,0,0,67,91,121,252,127,0,0,0,0,0,0,0,0,0,0,0,1,220,207,0,0,0,0,0,19,2,0,0,0,0,26,231,227,0,0,0,0,0,232,154,88,80,80,92,233,252,164,0,0,0,0,0,97,211,252,252,252,222,124,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,152,174,186,167,159,13,0,0,0,0,0,0,0,14,19,0,0,0,62,137,0,0,0,0,0,0,0,0,0,0,0,0,1,174,0,0,0,0,0,0,0,0,0,0,0,0,86,125,0,0,0,0,0,0,0,0,0,0,0,13,163,0,0,0,0,0,0,0,0,0,0,0,25,202,65,0,0,0,0,0,0,0,0,0,0,0,118,112,136,157,71,0,0,0,0,0,0,0,0,0,0,0,0,23,168,0,0,0,0,0,0,0,0,0,0,0,11,156,52,0,0,0,0,0,0,0,0,0,0,38,179,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,85,0,0,0,0,0,0,0,0,0,0,36,142,243,206,0,0,0,0,0,0,0,0,43,146,250,217,92,8,0,0,0,0,0,0,4,169,249,253,156,9,0,0,0,0,0,0,0,0,34,246,116,202,168,0,0,0,0,0,0,0,0,0,1,17,0,179,218,0,0,0,0,0,0,0,0,0,0,0,0,195,146,0,0,0,0,0,0,0,119,39,0,0,94,247,61,0,0,0,0,0,0,0,111,243,221,217,248,125,0,0,0,0,0,0,0,0,0,15,57,94,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,85,112,35,0,0,0,0,0,0,0,0,7,127,246,252,252,245,91,0,0,0,0,0,0,0,113,245,168,83,105,252,210,0,0,0,0,0,0,0,49,34,0,0,56,252,140,0,0,0,0,0,0,0,0,0,0,7,176,245,48,0,0,0,0,0,0,0,0,0,0,56,252,153,0,0,0,0,0,0,0,0,0,0,21,218,231,20,0,0,0,0,0,0,0,0,0,7,162,252,161,42,84,119,14,0,0,0,0,0,0,42,252,252,225,252,245,90,0,0,0,0,0,0,0,98,252,231,196,126,48,0,0,0,0,0,0,0,0,21,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,1,124,111,0,0,0,0,0,0,6,134,8,0,0,97,152,0,0,0,0,0,0,0,122,108,0,0,78,156,2,0,0,0,0,0,0,18,198,5,0,51,178,7,0,0,0,0,0,0,1,174,155,67,99,224,70,1,0,0,0,0,0,0,133,210,121,104,206,125,102,18,0,0,0,0,0,0,76,6,0,58,173,0,0,0,0,0,0,0,0,0,0,0,0,174,34,0,0,0,0,0,0,0,0,0,0,0,73,88,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,0,0,0,61,202,253,253,110,0,0,0,0,0,0,0,0,0,194,253,241,217,242,31,0,0,0,0,0,0,0,0,71,116,17,111,253,44,0,0,0,0,0,0,0,0,0,0,0,148,236,24,0,0,0,0,0,0,0,0,0,0,30,241,149,0,0,0,0,0,0,12,49,2,0,18,184,222,38,0,0,0,0,0,65,228,253,222,166,208,229,84,0,0,0,0,0,0,208,253,253,253,253,253,76,0,0,0,0,0,0,0,140,253,253,206,153,230,175,41,0,0,0,0,0,0,38,151,67,2,0,149,213,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,188,7,0,0,0,0,0,0,0,0,0,0,0,114,183,0,0,0,0,0,0,0,0,0,0,0,0,36,228,8,0,0,0,0,0,0,0,0,0,0,0,75,224,0,0,0,0,0,0,0,0,0,0,0,0,80,224,0,0,0,0,0,0,0,0,0,0,0,0,195,198,0,0,0,0,0,0,0,0,0,0,0,0,224,121,0,0,0,0,0,0,0,0,0,0,0,7,235,74,0,0,0,0,0,0,0,0,0,0,0,20,254,26,0,0,0,0,0,0,0,0,0,0,0,4,192,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,162,194,86,0,0,0,0,0,0,0,0,0,71,207,251,252,249,234,71,0,0,0,0,0,0,61,242,216,125,113,74,158,217,8,0,0,0,0,2,150,244,38,0,0,0,0,245,62,0,0,0,0,36,251,128,0,0,0,0,0,97,235,25,0,0,0,36,252,71,0,0,0,0,0,98,216,12,0,0,0,15,220,122,0,0,0,0,19,213,177,0,0,0,0,0,121,207,68,15,5,43,204,242,60,0,0,0,0,0,29,214,252,220,206,251,244,70,0,0,0,0,0,0,0,25,97,212,252,173,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,38,0,0,0,0,0,0,0,0,0,11,133,228,243,226,151,0,0,0,0,0,0,0,19,200,252,160,32,59,220,0,0,0,0,0,0,45,208,226,82,0,0,128,165,0,0,0,0,0,78,234,164,18,0,0,9,221,58,0,0,0,0,49,229,157,7,0,0,4,117,201,7,0,0,0,0,162,170,0,19,49,123,198,147,18,0,0,0,0,0,107,226,225,231,189,113,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,114,248,242,13,0,0,0,0,0,0,0,0,93,234,212,174,215,0,0,0,0,0,0,0,1,129,245,107,8,124,212,0,0,0,0,0,0,0,105,249,68,36,173,253,128,0,0,0,0,0,0,31,238,235,202,249,253,183,1,0,0,0,0,0,0,19,188,171,94,253,230,30,0,0,0,0,0,0,0,0,0,4,168,244,45,0,0,0,0,0,0,0,0,0,12,145,236,67,0,0,0,0,0,0,0,0,0,1,161,237,58,0,0,0,0,0,0,0,0,0,0,72,213,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
